number,hhid,region,mpi_status,protected_exposure_5km,protected_exposure_10km,protected_exposure_15km,head_sex,head_age,marital_status,hsize,working_rate,distance_from_nearest_city_km,hfi_2016,elevation_km,slope_o,tourism_exposure,pub_lat_mod
2,H0010201,Central,1,0,0,0,1,47,1,2,0,35.0320342,23.1993351,1219.4375,2.142354965,0,-0.13614796
5,H0020801,Central,0,0.000400509,0.001180902,0.031247438,0,76,0,4,0,1.225634602,38.15395737,1208.8125,3.665323496,221,0.33318767
6,H0020901,Central,0,0.000400509,0.001180902,0.031247438,1,44,1,3,0.666666667,1.225634602,38.15395737,1208.8125,3.665323496,221,0.33318767
7,H0021101,Central,0,0.000400509,0.001180902,0.031247438,0,52,0,7,0.571428571,1.225634602,38.15395737,1208.8125,3.665323496,221,0.33318767
8,H0021301,Central,0,0.00195359,0.016557287,0.012775458,0,52,1,3,0.666666667,4.195194344,20.00165367,1193.5,1.644522071,9,3.0422647
9,H0030101,Central,0,0.00018088,0.001121793,0.030934696,0,46,0,5,0.333333333,1.279170597,38.28864288,1173.0625,2.915644646,230,0.31304476
10,H0030201,Central,0,0.00018088,0.001121793,0.030934696,0,48,1,2,0,1.279170597,38.28864288,1173.0625,2.915644646,230,0.31304476
11,H0030301,Central,0,0.00018088,0.001121793,0.030934696,1,64,1,6,0,1.279170597,38.28864288,1173.0625,2.915644646,230,0.31304476
12,H0030401,Central,1,0.00018088,0.001121793,0.030934696,0,41,1,1,1,1.279170597,38.28864288,1173.0625,2.915644646,230,0.31304476
13,H0030701,Central,1,0.00018088,0.001121793,0.030934696,1,44,0,5,0,1.279170597,38.28864288,1173.0625,2.915644646,230,0.31304476
14,H0031201,Central,1,0.00018088,0.001121793,0.030934696,1,53,1,4,0,1.279170597,38.28864288,1173.0625,2.915644646,230,0.31304476
15,H0031301,Central,0,0.00018088,0.001121793,0.030934696,0,56,0,5,0.25,1.279170597,38.28864288,1173.0625,2.915644646,230,0.31304476
16,H0060601,Central,0,0,0.005969061,0.037405008,0,51,0,4,0.333333333,6.448708519,38.00004578,1198.75,3.462582111,125,0.37804905
17,H0070401,Central,0,0,0.000240297,0.017154105,0,48,0,7,0.2,5.467932461,38.02521515,1231.25,3.621601105,96,0.371429
18,H0070701,Central,0,0,0.000240297,0.017154105,1,52,0,5,0.25,5.467932461,38.02521515,1231.25,3.621601105,96,0.371429
19,H0071001,Central,0,0,0.000240297,0.017154105,0,54,0,7,0,5.467932461,38.02521515,1231.25,3.621601105,96,0.371429
20,H0071201,Central,0,0,0.000240297,0.017154105,0,63,0,4,0.333333333,5.467932461,38.02521515,1231.25,3.621601105,96,0.371429
22,H0080201,Central,0,0.00014429,0.01579061,0.038274233,0,57,0,3,0.5,5.264910128,38.00656128,1203.9375,2.297544718,157,0.36514077
23,H0080901,Central,0,0.00014429,0.01579061,0.038274233,0,47,0,6,0.333333333,5.264910128,38.00656128,1203.9375,2.297544718,157,0.36514077
24,H0081001,Central,0,0.00014429,0.01579061,0.038274233,1,59,0,6,0.333333333,5.264910128,38.00656128,1203.9375,2.297544718,157,0.36514077
25,H0081101,Central,0,0.00014429,0.01579061,0.038274233,0,41,0,6,0.333333333,5.264910128,38.00656128,1203.9375,2.297544718,157,0.36514077
26,H0120902,Central,0,0.000653463,0.045727888,0.051224697,0,26,0,4,0,5.892077478,38.23293304,1202.625,5.798360348,134,0.28927287
27,H0120903,Central,0,0,0.02475247,0.047502588,1,35,0,5,0,9.811514508,40.80531311,1171,4.693027973,47,0.24277423
28,H0120904,Central,0,0.000653463,0.045727888,0.051224697,0,25,0,2,0,5.892077478,38.23293304,1202.625,5.798360348,134,0.28927287
29,H0120905,Central,0,0.021539299,0.10376839,0.094566085,1,28,0,3,0.5,22.80208529,38.79891205,1187.3125,3.621614456,15,0.3694841
30,H0121001,Central,0,0.000653463,0.045727888,0.051224697,0,42,0,1,1,5.892077478,38.23293304,1202.625,5.798360348,134,0.28927287
31,H0140101,Central,0,0.001202581,0.062260407,0.051577983,0,34,1,2,0.333333333,5.440529296,49.0834465,1146.125,2.456207752,147,0.30322111
32,H0140201,Central,1,0.001202581,0.062260407,0.051577983,1,50,1,9,0.666666667,5.440529296,49.0834465,1146.125,2.456207752,147,0.30322111
33,H0140601,Central,0,0.001202581,0.062260407,0.051577983,0,52,1,7,0.5,5.440529296,49.0834465,1146.125,2.456207752,147,0.30322111
35,H0160401,Central,0,0.000653463,0.020926762,0.045674588,0,75,1,3,0,3.696143305,38.1488266,1202.5625,3.797909975,214,0.30165493
36,H0160501,Central,0,0.000653463,0.020926762,0.045674588,1,55,1,7,0.2,3.696143305,38.1488266,1202.5625,3.797909975,214,0.30165493
37,H0161201,Central,0,0.000653463,0.020926762,0.045674588,1,31,1,1,1,3.696143305,38.1488266,1202.5625,3.797909975,214,0.30165493
38,H0180101,Central,0,0,0.051072686,0.055355743,0,50,0,6,0,7.815825652,38.59849167,1177.0625,3.856314182,85,0.27318704
39,H0180601,Central,0,0,0.051072686,0.055355743,1,36,1,4,1,7.815825652,38.59849167,1177.0625,3.856314182,85,0.27318704
40,H0180602,Central,1,0,0,0.008550942,0,36,0,6,0,13.30731351,23.8373642,1262.75,3.138931751,0,-0.39697462
41,H0180901,Central,0,0,0.051072686,0.055355743,1,40,1,8,0.4,7.815825652,38.59849167,1177.0625,3.856314182,85,0.27318704
42,H0181301,Central,0,0,0.051072686,0.055355743,1,65,1,7,0.2,7.815825652,38.59849167,1177.0625,3.856314182,85,0.27318704
43,H0210801,Central,0,0.000653463,0.007741576,0.038315285,1,35,1,4,0,2.783489748,38.05989075,1180.875,2.20442915,221,0.34478223
44,H0211001,Central,0,0.000653463,0.007741576,0.038315285,0,74,0,7,0,2.783489748,38.05989075,1180.875,2.20442915,221,0.34478223
45,H0211101,Central,0,0.000653463,0.007741576,0.038315285,0,42,0,7,0,2.783489748,38.05989075,1180.875,2.20442915,221,0.34478223
46,H0220301,Central,0,0.000307723,0.058292752,0.050227195,1,42,0,5,0.25,7.359183737,38.00344467,1183.25,2.521385431,138,0.36772007
47,H0220501,Central,0,0.000307723,0.058292752,0.050227195,0,55,0,5,0.75,7.359183737,38.00344467,1183.25,2.521385431,138,0.36772007
48,H0220601,Central,0,0.000307723,0.058292752,0.050227195,0,46,0,4,0.5,7.359183737,38.00344467,1183.25,2.521385431,138,0.36772007
49,H0220701,Central,0,0.000307723,0.058292752,0.050227195,0,47,0,2,1,7.359183737,38.00344467,1183.25,2.521385431,138,0.36772007
50,H0230401,Central,0,0.000886271,0.078158382,0.066850187,0,32,0,5,0,15.55087466,26.47546768,1132.1875,2.604407072,16,0.42972061
51,H0230501,Central,0,0,0,0.002676223,1,75,1,2,1,7.300804278,44.00042343,1194.9375,2.762179136,36,0.37599328
52,H0230801,Central,1,0,0.005534209,0.035661461,0,46,0,4,0.5,5.30002585,38.01118088,1196.6875,3.208501577,141,0.36840436
53,H0231001,Central,0,0,0.005534209,0.035661461,1,64,1,6,0.666666667,5.30002585,38.01118088,1196.6875,3.208501577,141,0.36840436
54,H0240101,Central,1,0.034815399,0.076859728,0.050197277,0,38,0,7,0.5,6.600647921,45.17316818,1171.4375,4.469364643,140,0.32818478
55,H0240701,Central,0,0.034815399,0.076859728,0.050197277,0,42,0,2,0,6.600647921,45.17316818,1171.4375,4.469364643,140,0.32818478
56,H0240901,Central,0,0.034815399,0.076859728,0.050197277,1,44,1,1,1,6.600647921,45.17316818,1171.4375,4.469364643,140,0.32818478
57,H0250701,Central,0,0.054963804,0.079889006,0.051942806,0,44,0,6,0.5,7.024215684,38.43160629,1182.0625,3.2257514,122,0.32192761
58,H0260201,Central,1,0.000961186,0.046157367,0.043453061,0,80,0,18,0,4.055878239,38.01919174,1192.0625,2.639206648,239,0.33720475
59,H0260801,Central,0,0.000961186,0.046157367,0.043453061,0,66,0,4,0,4.055878239,38.01919174,1192.0625,2.639206648,239,0.33720475
60,H0260901,Central,0,0.000961186,0.046157367,0.043453061,0,60,1,2,0,4.055878239,38.01919174,1192.0625,2.639206648,239,0.33720475
61,H0270301,Central,0,0,0.009555439,0.011437037,0,43,0,5,0.5,5.441635178,38.69855881,1180,3.046798944,78,0.30594072
62,H0270501,Central,0,0,0.009555439,0.011437037,0,53,0,5,0.333333333,5.441635178,38.69855881,1180,3.046798944,78,0.30594072
63,H0270601,Central,0,0,0.009555439,0.011437037,0,29,0,4,0.5,5.441635178,38.69855881,1180,3.046798944,78,0.30594072
64,H0270602,Central,0,0,0.009555439,0.011437037,0,46,0,5,0.75,5.441635178,38.69855881,1180,3.046798944,78,0.30594072
65,H0271001,Central,0,0,0.009555439,0.011437037,1,76,0,8,0,5.441635178,38.69855881,1180,3.046798944,78,0.30594072
67,H0271102,Central,0,0,0.009555439,0.011437037,0,24,1,1,0.5,5.441635178,38.69855881,1180,3.046798944,78,0.30594072
68,H0280201,Central,0,0,0.010268807,0.012478057,0,49,0,5,0.285714286,4.405127426,38.59262085,1177.3125,2.336271286,147,0.28985971
69,H0280301,Central,0,0,0.010268807,0.012478057,0,55,0,5,0,4.405127426,38.59262085,1177.3125,2.336271286,147,0.28985971
70,H0281101,Central,0,0,0.010268807,0.012478057,1,49,1,3,0.333333333,4.405127426,38.59262085,1177.3125,2.336271286,147,0.28985971
71,H0300301,Central,0,0,0.000249526,0.00865835,0,29,0,10,0,3.756426352,38.33427048,1223.9375,4.283600807,143,0.33075041
72,H0300501,Central,1,0,0.000249526,0.00865835,1,75,1,6,1,3.756426352,38.33427048,1223.9375,4.283600807,143,0.33075041
73,H0300601,Central,0,0,0.000249526,0.00865835,1,70,1,6,0.2,3.756426352,38.33427048,1223.9375,4.283600807,143,0.33075041
74,H0301001,Central,0,0,0.000249526,0.00865835,0,38,0,4,0.5,3.756426352,38.33427048,1223.9375,4.283600807,143,0.33075041
75,H0340801,Central,1,0.379850625,0.395445406,0.324990796,1,30,1,4,0,32.22474203,22.05251694,1160.625,1.550136805,5,0.10809726
76,H0340901,Central,0,0,0.004718658,0.009275324,1,65,1,17,0.666666667,4.243443491,38.40921021,1182.125,2.431592703,124,0.31714338
77,H0341001,Central,0,0,0.004718658,0.009275324,0,43,0,10,0.25,4.243443491,38.40921021,1182.125,2.431592703,124,0.31714338
78,H0341002,Central,1,0,0.004718658,0.009275324,0,26,0,4,0.666666667,4.243443491,38.40921021,1182.125,2.431592703,124,0.31714338
79,H0350301,Central,1,0,0.009512007,0.009470398,0,54,0,7,0,4.026824466,38.55911255,1208.625,3.488942623,150,0.30460998
80,H0351101,Central,1,0,0.009512007,0.009470398,0,48,0,3,0.5,4.026824466,38.55911255,1208.625,3.488942623,150,0.30460998
81,H0351501,Central,1,0,0.009512007,0.009470398,0,71,1,3,1,4.026824466,38.55911255,1208.625,3.488942623,150,0.30460998
82,H0360101,Central,1,0.361921893,0.225984717,0.159228587,0,35,0,4,0,81.4111576,23.1103878,1210.5,4.388990402,1,0.82792664
83,H0360201,Central,1,0.361921893,0.225984717,0.159228587,1,64,1,9,0,81.4111576,23.1103878,1210.5,4.388990402,1,0.82792664
84,H0360301,Central,1,0.361921893,0.225984717,0.159228587,1,56,1,5,0,81.4111576,23.1103878,1210.5,4.388990402,1,0.82792664
85,H0360401,Central,1,0.361921893,0.225984717,0.159228587,1,68,1,13,0.333333333,81.4111576,23.1103878,1210.5,4.388990402,1,0.82792664
86,H0360402,Central,1,0.361921893,0.225984717,0.159228587,0,37,0,5,0,81.4111576,23.1103878,1210.5,4.388990402,1,0.82792664
87,H0360403,Central,1,0.361921893,0.225984717,0.159228587,0,59,0,11,0.25,81.4111576,23.1103878,1210.5,4.388990402,1,0.82792664
89,H0360502,Central,1,0.361921893,0.225984717,0.159228587,1,29,0,6,0,81.4111576,23.1103878,1210.5,4.388990402,1,0.82792664
90,H0360701,Central,1,0.361921893,0.225984717,0.159228587,0,43,0,4,0,81.4111576,23.1103878,1210.5,4.388990402,1,0.82792664
91,H0360801,Central,1,0.361921893,0.225984717,0.159228587,1,49,0,2,0.5,81.4111576,23.1103878,1210.5,4.388990402,1,0.82792664
92,H0361001,Central,1,0.361921893,0.225984717,0.159228587,0,51,0,11,0,81.4111576,23.1103878,1210.5,4.388990402,1,0.82792664
93,H0370401,Central,1,0.479761119,0.32213461,0.221705164,0,56,0,2,1,112.7333394,18.66048813,1174.8125,6.722815514,0,0.92350906
94,H0370501,Central,0,0.479761119,0.32213461,0.221705164,1,55,0,5,0.666666667,112.7333394,18.66048813,1174.8125,6.722815514,0,0.92350906
95,H0370601,Central,0,0.479761119,0.32213461,0.221705164,0,81,0,9,0,112.7333394,18.66048813,1174.8125,6.722815514,0,0.92350906
96,H0370701,Central,0,0.479761119,0.32213461,0.221705164,1,53,0,7,0,112.7333394,18.66048813,1174.8125,6.722815514,0,0.92350906
97,H0370702,Central,0,0,0.003285391,0.008321967,1,24,0,2,0,35.15331246,29,1101.4375,1.288526416,0,0.56260222
98,H0370703,Central,1,0.479761119,0.32213461,0.221705164,1,23,1,2,0,112.7333394,18.66048813,1174.8125,6.722815514,0,0.92350906
99,H0370901,Central,1,0.479761119,0.32213461,0.221705164,0,55,0,3,0,112.7333394,18.66048813,1174.8125,6.722815514,0,0.92350906
100,H0371101,Central,1,0.479761119,0.32213461,0.221705164,0,31,0,5,0,112.7333394,18.66048813,1174.8125,6.722815514,0,0.92350906
101,H0371102,Central,1,0.006884478,0.137311448,0.183285077,1,30,0,5,0,109.6639157,16.23604202,1126.4375,1.292527318,0,0.97365177
102,H0371103,Central,1,0.000708838,0.07978619,0.137702556,0,31,0,8,0,92.08922928,28.78908157,1161.5,2.282551527,1,0.92842925
103,H0380401,Central,0,0,0.000327409,0.00132231,0,51,0,1,1,14.25355778,33.22605515,1135.25,2.291070223,8,0.71214485
104,H0380701,Central,1,0,0.000327409,0.00132231,1,28,1,6,0,14.25355778,33.22605515,1135.25,2.291070223,8,0.71214485
105,H0380901,Central,0,0,0.000327409,0.00132231,1,56,1,8,0.2,14.25355778,33.22605515,1135.25,2.291070223,8,0.71214485
106,H0381001,Central,1,0,0.000327409,0.00132231,0,56,0,5,0.5,14.25355778,33.22605515,1135.25,2.291070223,8,0.71214485
107,H0381101,Central,0,0.008475011,0.00364033,0.001905593,1,36,1,4,1,0.96829382,30.29308701,1185.25,3.054890871,1,0.58655202
108,H0390101,Central,0,0.001962539,0.002412732,0.002341882,0,30,1,1,0,10.02062654,25.28802299,1136.9375,1.919037461,9,0.58952701
109,H0390201,Central,1,0.001962539,0.002412732,0.002341882,1,40,0,4,0,10.02062654,25.28802299,1136.9375,1.919037461,9,0.58952701
110,H0390301,Central,1,0.001962539,0.002412732,0.002341882,1,33,0,7,0,10.02062654,25.28802299,1136.9375,1.919037461,9,0.58952701
111,H0390701,Central,0,0.001962539,0.002412732,0.002341882,0,38,0,3,0,10.02062654,25.28802299,1136.9375,1.919037461,9,0.58952701
112,H0390801,Central,1,0.001962539,0.002412732,0.002341882,0,36,0,5,0.5,10.02062654,25.28802299,1136.9375,1.919037461,9,0.58952701
113,H0390901,Central,0,0.001962539,0.002412732,0.002341882,0,45,0,6,0.333333333,10.02062654,25.28802299,1136.9375,1.919037461,9,0.58952701
114,H0390902,Central,1,0.001962539,0.002412732,0.002341882,0,76,0,9,0.5,10.02062654,25.28802299,1136.9375,1.919037461,9,0.58952701
115,H0390903,Central,0,0,0.005534257,0.035661478,1,22,1,1,1,5.299988143,38.01118088,1196.6875,3.208501577,141,0.368404
116,H0391001,Central,0,0.00011641,0.053225259,0.091779337,1,48,0,11,0.333333333,14.00996562,35.15833282,1207.6875,4.849033833,2,0.26568061
117,H0400101,Central,0,0,0,0.000235127,0,56,0,6,0.25,21.43812719,20.6315155,1086.3125,1.497006655,2,0.66238511
118,H0400201,Central,0,0.414179457,0.347290489,0.199016184,0,43,0,8,0,63.28579787,28.02656746,1090.4375,0.983031332,0,1.1518024
119,H0400301,Central,0,0,0,0.000235127,0,52,0,8,0,21.43812719,20.6315155,1086.3125,1.497006655,2,0.66238511
120,H0400302,Central,0,0,0,0.000235127,0,29,0,5,0,21.43812719,20.6315155,1086.3125,1.497006655,2,0.66238511
121,H0400303,Central,0,0,0.010268807,0.029547349,0,32,1,1,1,7.311995463,40.11236191,1155.5,2.883801222,63,0.25701767
122,H0400304,Central,0,0.004762781,0.025646557,0.054765248,0,32,0,3,0,15.48167148,34.2479744,1182.0625,2.979827404,0,0.40159753
123,H0400401,Central,0,0,0,0.000235127,1,46,1,3,0.333333333,21.43812719,20.6315155,1086.3125,1.497006655,2,0.66238511
125,H0400701,Central,1,0,0,0.000235127,1,60,1,2,0,21.43812719,20.6315155,1086.3125,1.497006655,2,0.66238511
126,H0401001,Central,0,0,0,0.000235127,0,52,0,7,0,21.43812719,20.6315155,1086.3125,1.497006655,2,0.66238511
127,H0401002,Central,0,0,0,0.000235127,0,25,1,1,0,21.43812719,20.6315155,1086.3125,1.497006655,2,0.66238511
128,H0401101,Central,0,0,0.001842447,0.005797425,0,70,0,5,0.2,11.46399994,20.978405,1165.8125,1.815253854,9,0.54777801
129,H0401102,Central,0,0,0.000163366,0.00769371,1,31,1,2,1,4.94960706,45.18442154,1168.8125,1.356740355,78,0.3471041
130,H0420101,Central,1,0,0.002791193,0.00124053,1,55,1,12,0.666666667,28.1289072,18.35851669,1163.3125,3.118882895,0,0.68443322
131,H0420201,Central,1,0,0.001070128,0.01296707,0,37,0,5,0,32.72393804,22.30834389,1135.5,2.093203545,0,0.64454174
132,H0420301,Central,1,0,0.002791193,0.00124053,0,44,0,6,0,28.1289072,18.35851669,1163.3125,3.118882895,0,0.68443322
133,H0420401,Central,1,0,0.002791193,0.00124053,0,43,0,9,0,28.1289072,18.35851669,1163.3125,3.118882895,0,0.68443322
134,H0420501,Central,0,0,0.002791193,0.00124053,0,41,0,6,0,28.1289072,18.35851669,1163.3125,3.118882895,0,0.68443322
136,H0420701,Central,0,0,0.002791193,0.00124053,0,32,1,3,0,28.1289072,18.35851669,1163.3125,3.118882895,0,0.68443322
137,H0420702,Central,0,0.00962348,0.002791193,0.001386045,1,30,1,1,0,21.80654594,25.7198925,1135.5625,1.573665142,0,0.72325104
138,H0420801,Central,0,0,0.002791193,0.00124053,0,21,1,2,1,28.1289072,18.35851669,1163.3125,3.118882895,0,0.68443322
139,H0420802,Central,1,0,0.002791193,0.00124053,0,44,0,9,0,28.1289072,18.35851669,1163.3125,3.118882895,0,0.68443322
140,H0420901,Central,1,0,0.002791193,0.00124053,1,46,1,9,0,28.1289072,18.35851669,1163.3125,3.118882895,0,0.68443322
141,H0420902,Central,0,0,0.000240297,0.016259448,0,22,1,1,1,7.954932796,44.00000381,1193.0625,3.02876997,49,0.39492056
142,H0421001,Central,0,0,0.002791193,0.00124053,0,33,0,4,0.5,28.1289072,18.35851669,1163.3125,3.118882895,0,0.68443322
143,H0450101,Central,1,0,0.009669547,0.041413275,1,55,1,6,0,26.78994388,29.93698692,1150.25,0.715405583,3,-0.14214757
144,H0450501,Central,0,0,0.009669547,0.041413275,1,59,1,5,0.5,26.78994388,29.93698692,1150.25,0.715405583,3,-0.14214757
145,H0450802,Central,0,0,0.009669547,0.041413275,1,25,0,3,0.5,26.78994388,29.93698692,1150.25,0.715405583,3,-0.14214757
146,H0450803,Central,0,0,0.009669547,0.041413275,1,53,1,10,0.4,26.78994388,29.93698692,1150.25,0.715405583,3,-0.14214757
147,H0450804,Central,0,0,0.025316343,0.050070055,0,26,0,3,0.5,8.617280715,37.46071243,1232.375,6.644278049,67,0.25367978
148,H0450901,Central,0,0,0.009669547,0.041413275,0,46,0,8,0,26.78994388,29.93698692,1150.25,0.715405583,3,-0.14214757
149,H0460201,Central,0,0,0,0,1,56,1,6,0,30.28906152,24.26547623,1226.9375,3.167532682,0,-0.079570986
150,H0460301,Central,1,0,0,0,0,86,1,4,0,30.28906152,24.26547623,1226.9375,3.167532682,0,-0.079570986
151,H0460401,Central,1,0,0,0,1,81,1,2,1,30.28906152,24.26547623,1226.9375,3.167532682,0,-0.079570986
152,H0460601,Central,1,0,0,0,0,39,0,8,0,30.28906152,24.26547623,1226.9375,3.167532682,0,-0.079570986
153,H0460602,Central,1,0,0,0,0,68,0,11,0,30.28906152,24.26547623,1226.9375,3.167532682,0,-0.079570986
154,H0460701,Central,1,0,0,0,1,51,0,3,0,38.54042792,17.72505379,1185.625,1.497422934,0,-0.043407481
155,H0460702,Central,0,0,0.000249526,0.00865835,0,25,1,1,1,3.756426352,38.33427048,1223.9375,4.283600807,143,0.33075041
156,H0460801,Central,1,0,0,0,0,35,0,5,0,30.28906152,24.26547623,1226.9375,3.167532682,0,-0.079570986
157,H0460901,Central,1,0,0,0,1,40,1,5,0,30.28906152,24.26547623,1226.9375,3.167532682,0,-0.079570986
158,H0461001,Central,1,0,0,0,0,71,0,6,1,30.28906152,24.26547623,1226.9375,3.167532682,0,-0.079570986
159,H0461003,Central,1,0,0,0,0,25,0,3,1,30.28906152,24.26547623,1226.9375,3.167532682,0,-0.079570986
160,H0480101,Central,1,0,0,0,0,36,0,6,0,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
162,H0480202,Central,1,0,0,0,0,32,0,4,0.5,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
163,H0480401,Central,0,0,0,0,0,62,0,2,0,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
164,H0480501,Central,1,0,0,0,1,73,1,5,1,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
165,H0480601,Central,0,0,0,0,0,35,0,4,0,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
167,H0480801,Central,0,0,0,0,0,62,0,8,0,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
168,H0480802,Central,0,0,0.027892782,0.075819361,1,27,1,2,0,62.79348622,22.88832283,1317.4375,5.028523922,2,-0.36449268
169,H0481001,Central,1,0,0,0,1,55,1,3,0,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
170,H0490301,Central,1,0,0.000694298,0.020900719,0,43,0,8,0,43.87663528,18.74123192,1383.3125,7.034580231,0,-0.47120026
172,H0490701,Central,1,0,0.000694298,0.020900719,0,57,0,9,0,43.87663528,18.74123192,1383.3125,7.034580231,0,-0.47120026
173,H0490801,Central,1,0,0.000694298,0.020900719,0,41,0,10,0,43.87663528,18.74123192,1383.3125,7.034580231,0,-0.47120026
174,H0490901,Central,1,0,0.000694298,0.020900719,0,45,0,7,0,43.87663528,18.74123192,1383.3125,7.034580231,0,-0.47120026
175,H0491001,Central,0,0,0.000694298,0.020900719,0,54,0,5,0,43.87663528,18.74123192,1383.3125,7.034580231,0,-0.47120026
176,H0491201,Central,1,0,0.000694298,0.020900719,0,34,0,7,0,43.87663528,18.74123192,1383.3125,7.034580231,0,-0.47120026
178,H0491302,Central,1,0,0.000694298,0.020900719,0,26,0,3,0.5,43.87663528,18.74123192,1383.3125,7.034580231,0,-0.47120026
179,H0491303,Central,1,0,0.000694298,0.020900719,0,28,0,3,0.5,43.87663528,18.74123192,1383.3125,7.034580231,0,-0.47120026
180,H0491304,Central,0,0,0.000694298,0.020900719,0,21,1,1,0,43.87663528,18.74123192,1383.3125,7.034580231,0,-0.47120026
181,H0491305,Central,1,0,0.000694298,0.020900719,0,50,0,5,0,43.87663528,18.74123192,1383.3125,7.034580231,0,-0.47120026
182,H0491306,Central,1,0,0.000694298,0.020900719,0,39,0,8,0,43.87663528,18.74123192,1383.3125,7.034580231,0,-0.47120026
183,H0500201,Central,1,0,0.03778646,0.043570912,1,84,1,3,0,46.96826664,19.28165627,1363,5.843175411,1,-0.52238631
184,H0500301,Central,1,0,0.03778646,0.043570912,0,45,0,8,0.5,46.96826664,19.28165627,1363,5.843175411,1,-0.52238631
185,H0500302,Central,0,0.002304166,0.010268807,0.020719434,0,19,1,1,1,7.252744222,37.3977356,1161.8125,2.740311623,69,0.25813642
186,H0500401,Central,1,0,0.03778646,0.043570912,1,53,1,5,0.666666667,46.96826664,19.28165627,1363,5.843175411,1,-0.52238631
188,H0500601,Central,1,0,0.03778646,0.043570912,1,56,1,5,0,46.96826664,19.28165627,1363,5.843175411,1,-0.52238631
189,H0500602,Central,1,0,0.03778646,0.043570912,0,26,0,2,1,46.96826664,19.28165627,1363,5.843175411,1,-0.52238631
190,H0500701,Central,1,0,0.03778646,0.043570912,0,45,0,6,0,46.96826664,19.28165627,1363,5.843175411,1,-0.52238631
192,H0500801,Central,1,0,0.03778646,0.043570912,0,56,0,4,0.666666667,46.96826664,19.28165627,1363,5.843175411,1,-0.52238631
193,H0500901,Central,0,0.001974039,0.000899737,0.001251789,1,55,1,4,0,40.5882073,27.67504692,1188.125,1.723761916,4,-0.63923138
194,H0501001,Central,1,0,0.03778646,0.043570912,0,46,0,6,0,46.96826664,19.28165627,1363,5.843175411,1,-0.52238631
195,H0510101,Central,1,0.015520759,0.051388953,0.099119374,0,57,0,7,0.25,27.14785432,22.87939644,1227.125,2.170970201,0,-0.57678241
196,H0510102,Central,0,0.235610585,0.088365261,0.073061664,0,28,1,1,1,10.9913129,46.16958237,1166.25,2.216914415,51,0.35012743
197,H0510201,Central,1,0.015520759,0.051388953,0.099119374,0,41,0,6,0,27.14785432,22.87939644,1227.125,2.170970201,0,-0.57678241
198,H0510301,Central,1,0.015520759,0.051388953,0.099119374,0,37,0,6,0,27.14785432,22.87939644,1227.125,2.170970201,0,-0.57678241
199,H0510401,Central,1,0.015520759,0.051388953,0.099119374,1,34,0,1,1,27.14785432,22.87939644,1227.125,2.170970201,0,-0.57678241
200,H0510501,Central,1,0.048135331,0.030264086,0.032015976,0,52,0,4,0,11.77195777,22.55472565,1313.1875,4.494420052,0,-0.43911999
201,H0510601,Central,0,0.015520759,0.051388953,0.099119374,1,60,1,4,0.5,27.14785432,22.87939644,1227.125,2.170970201,0,-0.57678241
202,H0510701,Central,1,0.015520759,0.051388953,0.099119374,0,58,0,2,0,27.14785432,22.87939644,1227.125,2.170970201,0,-0.57678241
203,H0510801,Central,0,0.015520759,0.051388953,0.099119374,0,41,0,5,0,27.14785432,22.87939644,1227.125,2.170970201,0,-0.57678241
204,H0510901,Central,1,0.015520759,0.051388953,0.099119374,1,64,1,4,1,27.14785432,22.87939644,1227.125,2.170970201,0,-0.57678241
205,H0511001,Central,1,0,0,0.008810408,1,28,1,1,0,40.34989559,22.7678318,1217.625,1.388664722,0,-0.56860542
206,H0530101,Central,0,0,0.009669547,0.041413275,1,33,0,2,0.5,26.78994388,29.93698692,1150.25,0.715405583,3,-0.14214757
207,H0530201,Central,0,0,0,0,0,42,0,7,0,37.86534775,22.60417366,1173.1875,1.928730011,0,0.000976596
208,H0530301,Central,1,0,0,0,0,40,0,9,0,37.86534775,22.60417366,1173.1875,1.928730011,0,0.000976596
209,H0530401,Central,1,0,0,0,0,60,0,6,1,37.86534775,22.60417366,1173.1875,1.928730011,0,0.000976596
210,H0530402,Central,1,0,0,0,0,22,0,2,1,37.86534775,22.60417366,1173.1875,1.928730011,0,0.000976596
211,H0530501,Central,1,0,0,0,0,54,0,6,0,37.86534775,22.60417366,1173.1875,1.928730011,0,0.000976596
212,H0530502,Central,1,0,0,0.030409348,0,28,0,4,0,28.7525251,23.48247147,1149.3125,0.68191129,3,-0.12047429
213,H0530503,Central,1,0,0,0,0,25,0,5,0.5,37.86534775,22.60417366,1173.1875,1.928730011,0,0.000976596
214,H0530505,Central,1,0.009319737,0.018221766,0.017041009,0,52,0,12,0,1.332359271,34,1229.625,4.176914692,160,-0.34063852
215,H0530506,Central,0,0,0.009669547,0.041413275,1,33,1,1,0,26.78994388,29.93698692,1150.25,0.715405583,3,-0.14214757
217,H0530901,Central,0,0,0,0,0,57,0,6,0,37.86534775,22.60417366,1173.1875,1.928730011,0,0.000976596
