number,hhid,region,mpi_status,protected_exposure_5km,protected_exposure_10km,protected_exposure_15km,head_sex,head_age,marital_status,hsize,working_rate,distance_from_nearest_city_km,hfi_2016,elevation_km,slope_o,tourism_exposure,pub_lat_mod
898,H1531001,Eastern,1,0.054003533,0.142678321,0.141662665,0,56,0,13,0,33.39876917,21,1549.4375,4.432656765,0,0.86954325
899,H1550201,Eastern,1,0.12234004,0.369195096,0.389991639,0,36,0,5,0,22.8586472,25.09762573,1512.3125,8.048592567,0,1.0540352
902,H1550501,Eastern,1,0.072057732,0.025028921,0.03757051,0,45,0,6,0.5,3.191027047,31.59619904,1119.6875,0.531929553,0,1.0522268
903,H1550502,Eastern,1,0.09166757,0.150984859,0.197051068,0,70,0,7,0,18.27567706,24.89148903,1393.75,9.750475883,0,1.0134966
905,H1550801,Eastern,1,0.12234004,0.369195096,0.389991639,0,32,0,5,0,22.8586472,25.09762573,1512.3125,8.048592567,0,1.0540352
906,H1550902,Eastern,1,0.12234004,0.369195096,0.389991639,0,20,0,2,1,22.8586472,25.09762573,1512.3125,8.048592567,0,1.0540352
909,H1590301,Eastern,1,0,0,0.000649019,0,66,0,5,0,45.72216185,19.87190247,1089.8125,1.507525444,0,1.2607998
910,H1590401,Eastern,1,0,0,0.000649019,1,35,1,8,0,45.72216185,19.87190247,1089.8125,1.507525444,0,1.2607998
911,H1590501,Eastern,1,0,0,0.000649019,0,43,0,9,0,45.72216185,19.87190247,1089.8125,1.507525444,0,1.2607998
912,H1590701,Eastern,1,0,0,0.000649019,0,49,0,10,0,45.72216185,19.87190247,1089.8125,1.507525444,0,1.2607998
913,H1590702,Eastern,1,0,0.003427394,0.003294795,0,22,0,4,0,45.66706099,24.03167915,1077.875,1.469903231,0,1.1899348
915,H1590901,Eastern,1,0,0,0.000649019,0,34,0,5,0,45.72216185,19.87190247,1089.8125,1.507525444,0,1.2607998
917,H1590903,Eastern,1,0,0,0.000649019,0,51,0,13,0.75,45.72216185,19.87190247,1089.8125,1.507525444,0,1.2607998
919,H1620102,Eastern,1,0.114633543,0.082406434,0.046287864,0,43,0,8,0,109.5345044,15.22267342,1068.3125,0.781014204,0,1.5614737
921,H1620301,Eastern,1,0.114633543,0.082406434,0.046287864,1,60,1,2,0,109.5345044,15.22267342,1068.3125,0.781014204,0,1.5614737
922,H1620302,Eastern,1,0.114633543,0.082406434,0.046287864,0,31,0,5,0,109.5345044,15.22267342,1068.3125,0.781014204,0,1.5614737
923,H1620401,Eastern,0,0.114633543,0.082406434,0.046287864,0,52,0,8,0.166666667,109.5345044,15.22267342,1068.3125,0.781014204,0,1.5614737
924,H1620501,Eastern,1,0.114633543,0.082406434,0.046287864,1,71,1,7,0,109.5345044,15.22267342,1068.3125,0.781014204,0,1.5614737
925,H1620601,Eastern,1,0.114633543,0.082406434,0.046287864,0,40,0,4,0,109.5345044,15.22267342,1068.3125,0.781014204,0,1.5614737
926,H1620701,Eastern,0,0.114633543,0.082406434,0.046287864,1,54,1,1,1,109.5345044,15.22267342,1068.3125,0.781014204,0,1.5614737
927,H1620702,Eastern,1,0.104080166,0.063751055,0.046287864,1,25,0,5,0,112.1737044,15.8574791,1067.4375,0.57923162,0,1.5482374
928,H1620801,Eastern,1,0.114633543,0.082406434,0.046287864,0,73,0,7,0.25,109.5345044,15.22267342,1068.3125,0.781014204,0,1.5614737
929,H1620802,Eastern,1,0.001075917,0.004331785,0.001925238,1,27,0,3,0,98.3925863,23.844244,1119.0625,1.127444625,0,1.7841023
930,H1620901,Eastern,1,0.114633543,0.082406434,0.046287864,0,39,0,9,0,109.5345044,15.22267342,1068.3125,0.781014204,0,1.5614737
931,H1621001,Eastern,1,0.114633543,0.082406434,0.046287864,0,43,0,10,0.25,109.5345044,15.22267342,1068.3125,0.781014204,0,1.5614737
933,H1630202,Eastern,1,0,0,9.06E-05,1,41,1,8,0,76.45264212,13.89308453,1041.875,0.352582693,0,1.5827034
934,H1630401,Eastern,1,0,0,0.001599132,0,39,0,8,0.25,106.9799246,23.46611404,1092.875,0.984307826,0,1.8428648
936,H1630502,Eastern,1,0.010426059,0.010937305,0.00806319,0,22,0,4,0.5,84.42672335,23.08005714,1107.125,0.68356657,0,1.5257711
937,H1630503,Eastern,1,0.010426059,0.010937305,0.00806319,0,52,1,1,0,84.42672335,23.08005714,1107.125,0.68356657,0,1.5257711
938,H1630601,Eastern,1,0.001125396,0.029031391,0.017813818,0,39,0,6,1,90.37700726,23.94571304,1104.9375,1.010268331,0,1.5014571
939,H1630701,Eastern,0,0.010426059,0.010937305,0.00806319,0,42,0,6,0.333333333,84.42672335,23.08005714,1107.125,0.68356657,0,1.5257711
940,H1630801,Eastern,1,0,0,0.000466098,1,42,1,7,1,110.3155997,19.84181023,1061.125,1.066555262,0,1.8344336
941,H1630802,Eastern,1,0,0,0.000730525,0,43,0,9,0.25,106.161851,17.95016861,1060.125,0.989614606,0,1.7349608
942,H1631001,Eastern,1,0.010426059,0.010937305,0.00806319,0,60,0,4,0,84.42672335,23.08005714,1107.125,0.68356657,0,1.5257711
943,H1640101,Eastern,1,0.014392192,0.004833003,0.003273699,0,41,0,8,0,97.69429606,24.6868763,1091.8125,1.114762425,0,1.7409582
944,H1640201,Eastern,1,0.014392192,0.004833003,0.003273699,0,38,0,7,0,97.69429606,24.6868763,1091.8125,1.114762425,0,1.7409582
945,H1640301,Eastern,1,0.014392192,0.004833003,0.003273699,1,36,1,2,0,97.69429606,24.6868763,1091.8125,1.114762425,0,1.7409582
946,H1640401,Eastern,0,0.014392192,0.004833003,0.003273699,1,64,1,4,0,97.69429606,24.6868763,1091.8125,1.114762425,0,1.7409582
947,H1640501,Eastern,1,0.014392192,0.004833003,0.003273699,0,50,0,2,0,97.69429606,24.6868763,1091.8125,1.114762425,0,1.7409582
948,H1640502,Eastern,0,0.014392192,0.004833003,0.003273699,0,22,0,4,0,97.69429606,24.6868763,1091.8125,1.114762425,0,1.7409582
949,H1640601,Eastern,1,0.014392192,0.004833003,0.003273699,0,54,0,9,0.166666667,97.69429606,24.6868763,1091.8125,1.114762425,0,1.7409582
950,H1640701,Eastern,1,0.014392192,0.004833003,0.003273699,1,57,1,8,0.25,97.69429606,24.6868763,1091.8125,1.114762425,0,1.7409582
951,H1640702,Eastern,1,0.014392192,0.004833003,0.003273699,1,27,0,5,0,97.69429606,24.6868763,1091.8125,1.114762425,0,1.7409582
952,H1640703,Eastern,1,0.014392192,0.004833003,0.003273699,0,35,0,7,0,97.69429606,24.6868763,1091.8125,1.114762425,0,1.7409582
953,H1640801,Eastern,0,0.014392192,0.004833003,0.003273699,1,48,1,2,0,97.69429606,24.6868763,1091.8125,1.114762425,0,1.7409582
954,H1640901,Eastern,0,0.014392192,0.004833003,0.003273699,0,33,0,6,0,97.69429606,24.6868763,1091.8125,1.114762425,0,1.7409582
955,H1640902,Eastern,1,0.014392192,0.004833003,0.003273699,0,64,0,5,0.5,97.69429606,24.6868763,1091.8125,1.114762425,0,1.7409582
956,H1640903,Eastern,1,0.014392192,0.004833003,0.003273699,0,37,0,5,0,97.69429606,24.6868763,1091.8125,1.114762425,0,1.7409582
957,H1640904,Eastern,1,0,0.001482679,0.003273699,0,32,0,5,0,101.6053975,22.63150406,1046.5,0.666752577,0,1.7276629
958,H1641001,Eastern,1,0.014392192,0.004833003,0.003273699,1,44,1,8,0,97.69429606,24.6868763,1091.8125,1.114762425,0,1.7409582
959,H1650101,Eastern,0,0,0.00337109,0.002712415,1,80,1,4,0,86.75510811,18.680336,1056.3125,0.676321149,0,1.7004138
960,H1650102,Eastern,1,0,0.00337109,0.002712415,1,46,1,6,0,86.75510811,18.680336,1056.3125,0.676321149,0,1.7004138
961,H1650201,Eastern,1,0,0.00337109,0.002712415,0,31,0,6,0.5,86.75510811,18.680336,1056.3125,0.676321149,0,1.7004138
962,H1650301,Eastern,1,0,0.00337109,0.002712415,0,39,0,6,0.5,86.75510811,18.680336,1056.3125,0.676321149,0,1.7004138
963,H1650501,Eastern,1,0,0.00337109,0.002712415,0,55,0,10,0.5,86.75510811,18.680336,1056.3125,0.676321149,0,1.7004138
964,H1650502,Eastern,0,0,0.00337109,0.002712415,0,31,0,4,0,86.75510811,18.680336,1056.3125,0.676321149,0,1.7004138
965,H1650503,Eastern,1,0,0,0,1,25,0,3,0,76.19381636,16.17663765,1041.375,0.212493256,0,1.6385862
966,H1650504,Eastern,1,0,0.000206392,0.001925238,0,32,0,6,0,84.32854366,18.46213913,1052,0.85245657,0,1.6933658
967,H1650505,Eastern,1,0,0.00337109,0.002712415,0,23,0,3,0,86.75510811,18.680336,1056.3125,0.676321149,0,1.7004138
968,H1650601,Eastern,1,0,0.00337109,0.002712415,0,34,0,10,0,86.75510811,18.680336,1056.3125,0.676321149,0,1.7004138
969,H1650701,Eastern,1,0,0.00337109,0.002712415,1,49,1,8,0,86.75510811,18.680336,1056.3125,0.676321149,0,1.7004138
970,H1650702,Eastern,1,0.001125396,0.029031391,0.017813818,1,21,0,4,0,90.37700726,23.94571304,1104.9375,1.010268331,0,1.5014571
971,H1650801,Eastern,0,0,0.00337109,0.002712415,0,54,0,6,0,86.75510811,18.680336,1056.3125,0.676321149,0,1.7004138
972,H1650901,Eastern,0,0,0.00337109,0.002712415,0,65,0,9,0,86.75510811,18.680336,1056.3125,0.676321149,0,1.7004138
973,H1651001,Eastern,1,0,0.00337109,0.002712415,0,71,0,8,0,86.75510811,18.680336,1056.3125,0.676321149,0,1.7004138
974,H1660401,Eastern,0,0.040489913,0.014776014,0.00678272,0,56,0,9,0.6,40.90610377,38.60383987,1167.5625,0.90681833,0,0.71111792
975,H1660402,Eastern,0,0,0.005615428,0.005994725,1,20,1,2,0,49.55836407,34.85105896,1167.1875,2.063193321,0,0.64455229
976,H1660601,Eastern,1,0.040489913,0.014776014,0.00678272,0,62,0,9,0.333333333,40.90610377,38.60383987,1167.5625,0.90681833,0,0.71111792
977,H1660602,Eastern,1,0.040489913,0.014776014,0.00678272,0,26,0,3,0,40.90610377,38.60383987,1167.5625,0.90681833,0,0.71111792
978,H1660701,Eastern,1,0.040489913,0.014776014,0.00678272,0,47,0,5,1,40.90610377,38.60383987,1167.5625,0.90681833,0,0.71111792
979,H1660901,Eastern,0,0.040489913,0.014776014,0.00678272,0,63,0,8,0.5,40.90610377,38.60383987,1167.5625,0.90681833,0,0.71111792
980,H1661101,Eastern,0,0.040489913,0.014776014,0.00678272,1,44,0,5,0.666666667,40.90610377,38.60383987,1167.5625,0.90681833,0,0.71111792
981,H1670101,Eastern,1,0,0.000419012,0.008148437,0,39,0,8,0,12.5418493,24.88780785,1082.0625,0.429439425,0,1.0185233
982,H1670201,Eastern,1,0,0.000419012,0.008148437,0,39,0,8,0,12.5418493,24.88780785,1082.0625,0.429439425,0,1.0185233
983,H1670301,Eastern,1,0,0.000419012,0.008148437,1,61,1,5,0,12.5418493,24.88780785,1082.0625,0.429439425,0,1.0185233
984,H1670302,Eastern,1,0,0.000419012,0.008148437,0,22,0,4,0,12.5418493,24.88780785,1082.0625,0.429439425,0,1.0185233
986,H1670402,Eastern,1,0,0.000419012,0.008148437,0,25,0,4,0.5,12.5418493,24.88780785,1082.0625,0.429439425,0,1.0185233
987,H1670501,Eastern,1,0,0.000419012,0.008148437,0,69,0,7,0,12.5418493,24.88780785,1082.0625,0.429439425,0,1.0185233
988,H1670701,Eastern,1,0,0.000419012,0.008148437,1,55,1,5,0.333333333,12.5418493,24.88780785,1082.0625,0.429439425,0,1.0185233
989,H1670801,Eastern,1,0,0.000419012,0.008148437,0,36,0,10,0,12.5418493,24.88780785,1082.0625,0.429439425,0,1.0185233
990,H1670901,Eastern,1,0,0.000419012,0.008148437,0,60,0,6,0,12.5418493,24.88780785,1082.0625,0.429439425,0,1.0185233
991,H1671001,Eastern,1,0,0.000419012,0.008148437,0,58,0,10,0,12.5418493,24.88780785,1082.0625,0.429439425,0,1.0185233
992,H1680201,Eastern,0,0,0.003229267,0.003346579,0,41,0,6,0,30.04026332,26.46894646,1112.875,1.379979849,0,0.81942934
993,H1680301,Eastern,1,0,0.003229267,0.003346579,0,40,0,6,0,30.04026332,26.46894646,1112.875,1.379979849,0,0.81942934
994,H1680401,Eastern,1,0,0.003229267,0.003346579,1,37,0,5,0,30.04026332,26.46894646,1112.875,1.379979849,0,0.81942934
995,H1680402,Eastern,1,0,0.003229267,0.003346579,0,23,0,4,0,30.04026332,26.46894646,1112.875,1.379979849,0,0.81942934
996,H1680601,Eastern,1,0,0.003229267,0.003346579,1,43,0,6,0,30.04026332,26.46894646,1112.875,1.379979849,0,0.81942934
997,H1680701,Eastern,1,0,0.003229267,0.003346579,0,52,0,7,0,30.04026332,26.46894646,1112.875,1.379979849,0,0.81942934
998,H1680801,Eastern,1,0,0.003229267,0.003346579,1,34,0,7,0,30.04026332,26.46894646,1112.875,1.379979849,0,0.81942934
999,H1680902,Eastern,1,0,0.003229267,0.003346579,0,47,0,5,0,30.04026332,26.46894646,1112.875,1.379979849,0,0.81942934
1000,H1680903,Eastern,1,0.019487897,0.106390131,0.083710926,0,32,0,5,0.5,23.35318245,23.11654091,1100.75,1.576952338,0,0.64896512
1001,H1681002,Eastern,1,0,0.003229267,0.003346579,1,38,0,6,0,30.04026332,26.46894646,1112.875,1.379979849,0,0.81942934
1002,H1681003,Eastern,1,0,0.003229267,0.003346579,0,30,0,7,0.5,30.04026332,26.46894646,1112.875,1.379979849,0,0.81942934
1003,H1700201,Eastern,1,0,0.005134666,0.004276681,0,52,0,4,0,46.30744519,23.27444839,1148.1875,1.932059646,0,0.69613475
1004,H1700202,Eastern,0,0,0.005134666,0.004276681,1,19,0,2,0,46.30744519,23.27444839,1148.1875,1.932059646,0,0.69613475
1005,H1700301,Eastern,1,0,0.005134666,0.004276681,0,46,0,11,0,46.30744519,23.27444839,1148.1875,1.932059646,0,0.69613475
1006,H1700501,Eastern,1,0,0.007907775,0.004199401,1,61,1,7,0,34.09838078,25.02453804,1128.9375,1.164678931,0,0.81026226
1007,H1700601,Eastern,1,0,0.005134666,0.004276681,1,49,1,2,0,46.30744519,23.27444839,1148.1875,1.932059646,0,0.69613475
1009,H1700702,Eastern,1,0,0.005134666,0.004276681,0,49,0,2,0,46.30744519,23.27444839,1148.1875,1.932059646,0,0.69613475
1010,H1700801,Eastern,1,0,0.005134666,0.004276681,1,56,1,4,0,46.30744519,23.27444839,1148.1875,1.932059646,0,0.69613475
1011,H1700901,Eastern,1,0,0.005134666,0.004276681,0,60,0,7,0,46.30744519,23.27444839,1148.1875,1.932059646,0,0.69613475
1012,H1700902,Central,0,0.000653463,0.045727888,0.051224697,0,29,0,2,0.5,5.892077478,38.23293304,1202.625,5.798360348,0,0.28927287
1013,H1701001,Eastern,0,0,0.005134666,0.004276681,0,60,0,3,0,46.30744519,23.27444839,1148.1875,1.932059646,0,0.69613475
1014,H1701002,Central,0,0,0.01057222,0.037666292,1,27,1,4,0.5,3.850655266,38.32470703,1200.875,3.531661272,0,0.28841659
1015,H1701003,Eastern,1,0,0.005134666,0.004276681,0,34,1,3,0,46.30744519,23.27444839,1148.1875,1.932059646,0,0.69613475
1016,H1710201,Eastern,1,0,0.005134666,0.004276681,0,56,0,10,0,46.30744519,23.27444839,1148.1875,1.932059646,0,0.69613475
1017,H1710301,Eastern,0,0.002139943,0.009446543,0.009801656,0,49,0,2,0.2,43.02484156,24.64699936,1168.3125,1.528140903,0,0.69624227
1021,H1710901,Eastern,1,0.002139943,0.009446543,0.009801656,0,44,0,9,0.333333333,43.02484156,24.64699936,1168.3125,1.528140903,0,0.69624227
1023,H1720201,Eastern,1,0,0.029650153,0.070655001,1,36,0,9,0.333333333,25.30658625,28.93134499,1162.1875,2.096895218,0,0.5132243
1024,H1720301,Eastern,1,0,0.029650153,0.070655001,0,56,0,6,0,25.30658625,28.93134499,1162.1875,2.096895218,0,0.5132243
1025,H1720501,Eastern,1,0,0.029650153,0.070655001,0,47,0,6,0.333333333,25.30658625,28.93134499,1162.1875,2.096895218,0,0.5132243
1026,H1720601,Eastern,1,0,0.029650153,0.070655001,0,39,0,6,0,25.30658625,28.93134499,1162.1875,2.096895218,0,0.5132243
1027,H1720701,Eastern,1,0,0.029650153,0.070655001,1,42,0,9,0,25.30658625,28.93134499,1162.1875,2.096895218,0,0.5132243
1029,H1720801,Eastern,1,0,0.000916246,0.002859007,0,56,1,4,0,55.98557085,22.97515678,1059.125,1.120138168,0,0.7868436
1030,H1721001,Eastern,0,0,0.029650153,0.070655001,0,66,0,3,0,25.30658625,28.93134499,1162.1875,2.096895218,0,0.5132243
1031,H1730101,Eastern,1,0,0,0.039911016,0,67,0,10,0,45.57505442,23.3385601,1226.25,1.44035995,0,0.42370349
1032,H1730801,Eastern,1,0,0,0.039911016,1,37,0,9,0.25,45.57505442,23.3385601,1226.25,1.44035995,0,0.42370349
1033,H1730901,Eastern,1,0,0,0.039911016,1,41,0,5,0,45.57505442,23.3385601,1226.25,1.44035995,0,0.42370349
1034,H1731001,Eastern,1,0,0,0.039911016,0,43,0,12,0.2,45.57505442,23.3385601,1226.25,1.44035995,0,0.42370349
1035,H1740101,Eastern,0,0,0.000524008,0.007900365,0,46,0,9,0,21.15070395,25.10148621,1108.5,0.684448063,0,1.2457378
1036,H1740301,Eastern,1,0,0.000524008,0.007900365,1,77,1,4,0,21.15070395,25.10148621,1108.5,0.684448063,0,1.2457378
1037,H1740401,Eastern,1,0,0.000524008,0.007900365,0,44,0,7,0,21.15070395,25.10148621,1108.5,0.684448063,0,1.2457378
1039,H1740601,Eastern,0,0,0.000524008,0.007900365,0,64,0,3,0,21.15070395,25.10148621,1108.5,0.684448063,0,1.2457378
1040,H1740602,Eastern,0,0,0.044571266,0.08798761,0,29,1,1,1,12.65908191,25.1519413,1409.625,3.306421757,0,1.1446295
1041,H1740801,Eastern,0,0,0.000644057,0.001103753,0,38,0,4,0,13.9481123,22.99558449,1222.4375,2.266343355,0,1.2014366
1042,H1740901,Eastern,1,0,0.000524008,0.007900365,0,46,0,8,0,21.15070395,25.10148621,1108.5,0.684448063,0,1.2457378
1043,H1750201,Eastern,1,0.002096031,0.000524008,0.015037235,1,30,0,5,0,19.06397804,20.06229401,1124,0.414807707,0,1.2184237
1044,H1750301,Eastern,1,0.002096031,0.000524008,0.015037235,0,42,0,8,0,19.06397804,20.06229401,1124,0.414807707,0,1.2184237
1045,H1750401,Eastern,1,0.002096031,0.000524008,0.015037235,1,67,1,2,0,19.06397804,20.06229401,1124,0.414807707,0,1.2184237
1046,H1750601,Eastern,1,0.002096031,0.000524008,0.015037235,0,48,0,7,0,19.06397804,20.06229401,1124,0.414807707,0,1.2184237
1047,H1750701,Eastern,0,0.002096031,0.000524008,0.015037235,0,72,0,2,0,19.06397804,20.06229401,1124,0.414807707,0,1.2184237
1049,H1750901,Eastern,1,0.002096031,0.000524008,0.015037235,0,61,0,5,0,19.06397804,20.06229401,1124,0.414807707,0,1.2184237
1050,H1751101,Eastern,1,0.002096031,0.000524008,0.015037235,0,65,0,6,0,19.06397804,20.06229401,1124,0.414807707,0,1.2184237
1051,H1751102,Eastern,1,0.002096031,0.000524008,0.015037235,0,30,0,4,0,19.06397804,20.06229401,1124,0.414807707,0,1.2184237
1052,H1751103,Eastern,1,0.002096031,0.000524008,0.015037235,0,24,0,3,0,19.06397804,20.06229401,1124,0.414807707,0,1.2184237
1053,H1760101,Eastern,1,0,0.021332279,0.08622904,0,75,0,6,0,13.1101839,24.71143723,1365.625,3.481761217,0,1.1516554
1054,H1760102,Eastern,1,0,0.021332279,0.08622904,0,26,0,4,0,13.1101839,24.71143723,1365.625,3.481761217,0,1.1516554
1055,H1760201,Eastern,1,0,0.021332279,0.08622904,0,32,0,2,0,13.1101839,24.71143723,1365.625,3.481761217,0,1.1516554
1056,H1760401,Eastern,1,0,0.021332279,0.08622904,1,43,1,4,0,13.1101839,24.71143723,1365.625,3.481761217,0,1.1516554
1057,H1760501,Eastern,1,0,0.021332279,0.08622904,1,63,0,2,0,13.1101839,24.71143723,1365.625,3.481761217,0,1.1516554
1058,H1760601,Eastern,1,0,0.021332279,0.08622904,0,46,0,6,0,13.1101839,24.71143723,1365.625,3.481761217,0,1.1516554
1059,H1760801,Eastern,1,0,0.021332279,0.08622904,0,69,0,4,0,13.1101839,24.71143723,1365.625,3.481761217,0,1.1516554
1060,H1760802,Eastern,0,0,0.021332279,0.08622904,0,27,0,3,0.5,13.1101839,24.71143723,1365.625,3.481761217,0,1.1516554
1061,H1760901,Eastern,1,0,0.021332279,0.08622904,0,56,0,2,0,13.1101839,24.71143723,1365.625,3.481761217,0,1.1516554
1062,H1761001,Eastern,0,0,0.021332279,0.08622904,1,61,0,3,0,13.1101839,24.71143723,1365.625,3.481761217,0,1.1516554
1064,H1770301,Eastern,1,0.208519815,0.313395846,0.32278031,0,36,0,5,0,31.39251098,17.42918396,1890.1875,5.011203289,0,1.2760985
1065,H1770401,Eastern,1,0.208519815,0.313395846,0.32278031,0,73,0,3,1,31.39251098,17.42918396,1890.1875,5.011203289,0,1.2760985
1066,H1770501,Eastern,1,0.012682945,0.014023117,0.008521761,0,31,0,6,0.5,47.75836321,26.54714584,1309.25,4.884895325,0,0.64936912
1067,H1770701,Eastern,1,0.208519815,0.313395846,0.32278031,0,48,0,8,0.25,31.39251098,17.42918396,1890.1875,5.011203289,0,1.2760985
1069,H1770801,Eastern,1,0.208519815,0.313395846,0.32278031,0,54,0,8,0,31.39251098,17.42918396,1890.1875,5.011203289,0,1.2760985
1070,H1770802,Eastern,0,0.208519815,0.313395846,0.32278031,0,25,0,2,0,31.39251098,17.42918396,1890.1875,5.011203289,0,1.2760985
1071,H1770901,Eastern,1,0.208519815,0.313395846,0.32278031,0,46,0,6,0.5,31.39251098,17.42918396,1890.1875,5.011203289,0,1.2760985
1072,H1771001,Eastern,0,0.208519815,0.313395846,0.32278031,0,75,0,3,1,31.39251098,17.42918396,1890.1875,5.011203289,0,1.2760985
1073,H1800101,Northern,0,0,0.007436018,0.009526469,0,54,0,2,0,82.9923552,18.5925827,1084.4375,1.127854586,0,2.1548195
1074,H1800102,Northern,1,0,0.007436018,0.009526469,0,24,0,3,0,82.9923552,18.5925827,1084.4375,1.127854586,0,2.1548195
1076,H1800502,Northern,1,0.000963175,0.007588834,0.004584456,0,56,0,10,0,92.58098732,25,1051,0.596855879,0,1.9787139
1077,H1800701,Northern,0,0.000963175,0.007588834,0.004584456,0,45,0,4,0,92.58098732,25,1051,0.596855879,0,1.9787139
1078,H1801001,Northern,0,0.000887306,0.008210764,0.010238045,0,55,0,5,0.142857143,78.24573519,22.34919357,1048.625,0.7566185,0,2.1176836
1079,H1801101,Northern,0,0.002667405,0.00873918,0.013240544,1,55,1,2,0.5,67.44124348,23.52364349,1054.75,0.780281365,0,2.3108108
1080,H1801201,Northern,1,0.000963175,0.007588834,0.004584456,1,44,1,5,0,92.58098732,25,1051,0.596855879,0,1.9787139
1081,H1801301,Northern,0,0.000963175,0.007588834,0.004584456,0,36,0,3,0,92.58098732,25,1051,0.596855879,0,1.9787139
1083,H1810201,Northern,1,0,0.000504325,0.003744222,1,61,0,6,0,64.17501494,15.94055653,1078.1875,1.040805697,0,2.4307332
1084,H1810301,Northern,1,0,0.000504325,0.003744222,0,75,0,7,0,64.17501494,15.94055653,1078.1875,1.040805697,0,2.4307332
1085,H1810302,Northern,1,0.004209718,0.007588834,0.005717401,0,34,0,10,0.5,95.03317848,18.18009567,1059.4375,0.86228466,0,1.9681982
1086,H1810303,Northern,1,0.001867467,0.005003652,0.004250598,0,28,0,5,0,89.05657503,23.30490685,1102.9375,1.285980344,0,2.3161631
1087,H1810304,Northern,1,0,0.000504325,0.003744222,0,20,0,3,1,64.17501494,15.94055653,1078.1875,1.040805697,0,2.4307332
1089,H1810402,Northern,1,0,0.000504325,0.003744222,0,24,0,7,0,64.17501494,15.94055653,1078.1875,1.040805697,0,2.4307332
1090,H1810403,Northern,1,0,0.000504325,0.003744222,0,47,0,7,0,64.17501494,15.94055653,1078.1875,1.040805697,0,2.4307332
1091,H1810404,Northern,1,0,0.000504325,0.003744222,0,26,0,4,0,64.17501494,15.94055653,1078.1875,1.040805697,0,2.4307332
1092,H1810501,Northern,1,0,0.000504325,0.003744222,0,41,0,8,0,64.17501494,15.94055653,1078.1875,1.040805697,0,2.4307332
1093,H1810601,Northern,1,0,0.000504325,0.003744222,0,29,0,3,0,64.17501494,15.94055653,1078.1875,1.040805697,0,2.4307332
1095,H1810801,Northern,1,0,0.000504325,0.003744222,1,40,0,6,0.25,64.17501494,15.94055653,1078.1875,1.040805697,0,2.4307332
1096,H1810901,Northern,1,0,0.000504325,0.003744222,0,43,0,8,0,64.17501494,15.94055653,1078.1875,1.040805697,0,2.4307332
1097,H1811001,Northern,0,0,0.000504325,0.003744222,0,50,0,5,0,64.17501494,15.94055653,1078.1875,1.040805697,0,2.4307332
1098,H1820101,Northern,1,0.001484219,0.001279088,0.008415101,0,28,0,6,0,77.64938227,18.642416,1055.125,1.200345039,0,2.4294598
1099,H1820201,Northern,1,0,0.010620888,0.004786173,1,40,0,2,0,81.97234568,7.203403473,1017.5,1.07209754,0,2.5743027
1100,H1820202,Northern,1,0.001484219,0.001279088,0.008415101,0,28,0,4,0,77.64938227,18.642416,1055.125,1.200345039,0,2.4294598
1101,H1820203,Northern,1,0,0.00511701,0.011724855,0,27,0,5,0.5,67.05417127,18.18628883,1000.875,0.549185336,0,2.6047065
1102,H1820204,Northern,1,0,0.00511701,0.011724855,0,55,0,4,0,67.05417127,18.18628883,1000.875,0.549185336,0,2.6047065
1103,H1820205,Northern,1,0,0.00511701,0.011724855,0,21,0,4,0,67.05417127,18.18628883,1000.875,0.549185336,0,2.6047065
1104,H1820206,Northern,1,0.000752283,0.000188071,0.000999893,0,24,0,3,0,61.89383673,13.46555901,1038.125,1.141720653,0,2.7022588
1105,H1820301,Northern,1,0.001484219,0.001279088,0.008415101,0,43,0,9,0,77.64938227,18.642416,1055.125,1.200345039,0,2.4294598
1107,H1820402,Northern,1,0,0.000331261,0.005595665,0,22,0,4,0,86.11869313,22.85606384,1117.4375,1.416766047,0,2.3764124
1108,H1820501,Northern,1,0.001484219,0.001279088,0.008415101,0,47,0,6,0,77.64938227,18.642416,1055.125,1.200345039,0,2.4294598
1109,H1820502,Northern,1,0.001484219,0.001279088,0.008415101,0,23,0,4,0.5,77.64938227,18.642416,1055.125,1.200345039,0,2.4294598
1110,H1820601,Northern,1,0.001484219,0.001279088,0.008415101,0,58,0,5,0,77.64938227,18.642416,1055.125,1.200345039,0,2.4294598
1111,H1820602,Northern,1,0,0.007890049,0.008292862,0,25,0,3,0,89.28520907,11.85922718,1021.8125,1.00026238,0,2.4504788
1112,H1820701,Northern,1,0.001484219,0.001279088,0.008415101,1,57,1,3,0,77.64938227,18.642416,1055.125,1.200345039,0,2.4294598
1113,H1820702,Northern,1,0.027543995,0.019284821,0.012205978,0,21,0,3,0,68.33129014,23.05010223,1027.75,1.162378073,0,2.5452571
1114,H1820703,Northern,1,0.001484219,0.001279088,0.008415101,0,29,0,3,0,77.64938227,18.642416,1055.125,1.200345039,0,2.4294598
1115,H1820801,Northern,1,0.001484219,0.001279088,0.008415101,0,39,0,7,0,77.64938227,18.642416,1055.125,1.200345039,0,2.4294598
1116,H1820901,Northern,1,0.001484219,0.001279088,0.008415101,1,46,1,5,0,77.64938227,18.642416,1055.125,1.200345039,0,2.4294598
1117,H1820902,Northern,1,0.001484219,0.001279088,0.008415101,0,22,0,3,0,77.64938227,18.642416,1055.125,1.200345039,0,2.4294598
1118,H1821001,Northern,0,0.014224253,0.017654889,0.012197182,0,46,0,7,0.333333333,71.91435055,22.35101318,1053.875,1.231347442,0,2.5425191
